Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,ingestion_time,pk_id
1679,CA-2014-122882,9/7/2014,9/13/2014,Standard Class,SB-20290,Sean Braxton,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-ST-10002344,Office Supplies,Storage,"\"Carina 42\"\"Hx23 3/4\"\"W Media Storage Unit\"",64.784,1,0.2,-14.5764,2026-08-24T07:01:37.009Z,58ddcedad2a48d316edcde1d4974aa53a7de1ca3e90b66489dddd9092bfcd0ac
1680,CA-2014-122882,9/7/2014,9/13/2014,Standard Class,SB-20290,Sean Braxton,Corporate,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10003589,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,32.382,3,0.4,4.3176,2026-08-24T07:01:37.009Z,1b34d8ed91c5efdc483cc95a9728997e7ae6422dcabf7839d6b6bbe81b275027
1681,CA-2014-122882,9/7/2014,9/13/2014,Standard Class,SB-20290,Sean Braxton,Corporate,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10000758,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,42.368,2,0.2,8.4736,2026-08-24T07:01:37.009Z,4e7cdfda2d149859626a23ed9728d0937d9cba5433936b7ad17a9a56b7a1391f
1682,CA-2014-122882,9/7/2014,9/13/2014,Standard Class,SB-20290,Sean Braxton,Corporate,United States,Philadelphia,Pennsylvania,19134,East,TEC-MA-10004679,Technology,Machines,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,399.54,4,0.7,-559.356,2026-08-24T07:01:37.009Z,9a9be722db66742a06f2839800365c22c1219d72bcc167fb4b65412f367dd502
1683,US-2016-101497,9/29/2016,10/1/2016,Second Class,PS-18760,Pamela Stobb,Consumer,United States,Los Angeles,California,90008,West,OFF-PA-10000176,Office Supplies,Paper,Xerox 1887,18.97,1,0,9.1056,2026-08-24T07:01:37.009Z,8709aeb5918d18adae9c91b873e4493003456ad2df3e037b7adafd7df6b4fc2d
1684,CA-2016-147585,11/7/2016,11/12/2016,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,San Francisco,California,94110,West,FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",14.82,3,0,6.2244,2026-08-24T07:01:37.009Z,8a45e894355646c794a3c3da2674abbff3f6696f09d4bd949274da69104b88d5
1685,CA-2017-149489,4/24/2017,4/27/2017,First Class,DK-12835,Damala Kotsonis,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-AP-10002495,Office Supplies,Appliances,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",99.28,2,0.2,12.41,2026-08-24T07:01:37.009Z,4399cec1aa4bb4e53dd8221dad3eff34be096bcdb3dede96a1951a98b2aba7a3
1686,CA-2017-149489,4/24/2017,4/27/2017,First Class,DK-12835,Damala Kotsonis,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10002813,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,1.188,2,0.7,-0.99,2026-08-24T07:01:37.009Z,aa7ef24cc236521965988c097ee023103f2b0853fba348851bddc02e8261b0d3
1687,CA-2017-149489,4/24/2017,4/27/2017,First Class,DK-12835,Damala Kotsonis,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10002414,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,7.518,2,0.7,-5.7638,2026-08-24T07:01:37.009Z,679c7f244c2b75a093af1c5b1e3298011ff5d3f065de6399e5ee26e15ee73f2d
1688,CA-2017-143798,12/10/2017,12/12/2017,First Class,AW-10840,Anthony Witt,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10000788,Office Supplies,Paper,Xerox 210,10.368,2,0.2,3.6288,2026-08-24T07:01:37.009Z,d87cd9e155fcbc5b3e23fabfc4631f945922321cf84e12b6a7d864ff20a6857d
1689,CA-2017-143798,12/10/2017,12/12/2017,First Class,AW-10840,Anthony Witt,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10004306,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,310.88,2,0.2,23.316,2026-08-24T07:01:37.009Z,16580173ee32b1f62f7c206be731d84c75b75e81c115d882ac9d1e745cead3ae
1690,CA-2014-142839,8/16/2014,8/20/2014,Standard Class,TS-21610,Troy Staebel,Consumer,United States,Philadelphia,Pennsylvania,19143,East,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,853.092,6,0.4,-227.4912,2026-08-24T07:01:37.009Z,33cdb1d5dfcbec7e438c8d339bea509985ba97826a821d62e2dbcc77e6167b25
1691,CA-2017-129833,12/9/2017,12/15/2017,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,Indianapolis,Indiana,46203,Central,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",33.45,5,0,15.387,2026-08-24T07:01:37.009Z,cccff103baca1dec767bbcb913e3f47e2b3e6126d969220f2bb5c9f82e62f7d5
1692,CA-2017-129833,12/9/2017,12/15/2017,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,Indianapolis,Indiana,46203,Central,OFF-BI-10004182,Office Supplies,Binders,Economy Binders,10.4,5,0,5.096,2026-08-24T07:01:37.009Z,2d0bb9658f93d804d593ebb079b68622a2834ee1778cfc9d11fa4076d84a2819
1693,US-2016-154361,3/14/2016,3/19/2016,Standard Class,HZ-14950,Henia Zydlo,Consumer,United States,Columbus,Ohio,43229,East,FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,21.88,5,0.2,6.2905,2026-08-24T07:01:37.009Z,e4c08f1034b09ef7b36f4a7525904689303cc4b2a3203a03fca3d83eb836ac8d
1694,US-2016-158708,6/26/2016,6/29/2016,Second Class,AB-10255,Alejandro Ballentine,Home Office,United States,Plano,Texas,75023,Central,TEC-AC-10003133,Technology,Accessories,Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive,13.616,2,0.2,3.5742,2026-08-24T07:01:37.009Z,bb96d9cedd0bbbee678c6d33e35f1cd67b443c73fa3169482a8cff3e058e4bab
1695,CA-2015-156335,9/25/2015,9/28/2015,Second Class,PO-19195,Phillina Ober,Home Office,United States,Bayonne,New Jersey,7002,East,TEC-AC-10002006,Technology,Accessories,Memorex Micro Travel Drive 16 GB,63.96,4,0,19.8276,2026-08-24T07:01:37.009Z,877a09ae96e0e4ee2fdb8de25f2133990c403766ad48cafeabf235d374e6f641
1696,CA-2015-156335,9/25/2015,9/28/2015,Second Class,PO-19195,Phillina Ober,Home Office,United States,Bayonne,New Jersey,7002,East,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,14.46,3,0,7.0854,2026-08-24T07:01:37.009Z,b047a7f8398b2d26a25bab169370cbc6140160e14c9338960c332b55b56b6c45
1697,CA-2015-156335,9/25/2015,9/28/2015,Second Class,PO-19195,Phillina Ober,Home Office,United States,Bayonne,New Jersey,7002,East,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,104.98,2,0,52.49,2026-08-24T07:01:37.009Z,66a4a3aedc91bcaff849dad1eecbb2a1054975b6e3d3319f6a5c240a6a330f76
1698,CA-2015-148376,12/27/2015,12/31/2015,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,Los Angeles,California,90008,West,OFF-AP-10000240,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,106.96,2,0,31.0184,2026-08-24T07:01:37.009Z,90be5d062f97c85044ea7028641f0550e523ea2de372ce0692d552ec6e2c2c4d
1699,CA-2015-148376,12/27/2015,12/31/2015,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,Los Angeles,California,90008,West,OFF-LA-10002381,Office Supplies,Labels,Avery 497,21.56,7,0,10.3488,2026-08-24T07:01:37.009Z,b09c29f25e8f5fa993ae0eb959856569adaaab8943035d45429b82575e8e6b0f
1700,CA-2014-135657,6/3/2014,6/7/2014,Second Class,SC-20725,Steven Cartwright,Consumer,United States,Seattle,Washington,98115,West,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,515.88,6,0,113.4936,2026-08-24T07:01:37.009Z,aac7a15971d45d97bd1a6a4729625e24be0743ec28022bab0e0c61b42e5fa29c
1701,CA-2015-114069,7/13/2015,7/15/2015,Second Class,ND-18370,Natalie DeCherney,Consumer,United States,New York City,New York,10035,East,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,11.808,2,0.2,4.2804,2026-08-24T07:01:37.009Z,980a064e20d2e51a64daeab347f07831f6e2640b445933a4f0ceed9994aabc88
1702,CA-2015-114069,7/13/2015,7/15/2015,Second Class,ND-18370,Natalie DeCherney,Consumer,United States,New York City,New York,10035,East,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,1931.04,9,0.1,321.84,2026-08-24T07:01:37.009Z,4a71569c7ff6bbc01e4e841b08585b11c63b080944e82cbee682dafdcde2eecf
1703,CA-2015-114069,7/13/2015,7/15/2015,Second Class,ND-18370,Natalie DeCherney,Consumer,United States,New York City,New York,10035,East,OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper,9.96,2,0,4.6812,2026-08-24T07:01:37.009Z,8d810c48b83acf38799b0b4da29d02d614ba1478be198f741d3b3dc2e79e3ce6
1704,CA-2014-139857,2/2/2014,2/6/2014,Standard Class,CD-12790,Cynthia Delaney,Home Office,United States,San Diego,California,92037,West,OFF-FA-10001843,Office Supplies,Fasteners,Staples,12.35,5,0,5.8045,2026-08-24T07:01:37.009Z,28938f125d53ea495b840d24dcfe29cfab0ea2846bea22029ef0126a31c3c0ed
1705,CA-2016-106306,3/8/2016,3/8/2016,Same Day,PG-18820,Patrick Gardner,Consumer,United States,Glendale,Arizona,85301,West,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",9.702,3,0.7,-7.1148,2026-08-24T07:01:37.009Z,1650229bff751f62715b4486a2c321f5191190f9626390daf63dffe6c0f62716
1706,CA-2015-100545,11/22/2015,11/26/2015,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers,11.61,2,0.7,-9.288,2026-08-24T07:01:37.009Z,da04279af8abce5b015eaa66d144bdd80a8571304dc01afcde8fb686d099bbfd
1707,CA-2017-123491,10/30/2017,11/5/2017,Standard Class,JK-15205,Jamie Kunitz,Consumer,United States,San Francisco,California,94122,West,OFF-LA-10003077,Office Supplies,Labels,Avery 500,43.86,6,0,20.6142,2026-08-24T07:01:37.009Z,0b1b49233a94af9ff375c66adfa1515dcd9126ed8512ce3db81e96758ed28da8
1708,CA-2017-123491,10/30/2017,11/5/2017,Standard Class,JK-15205,Jamie Kunitz,Consumer,United States,San Francisco,California,94122,West,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,148.48,2,0.2,16.704,2026-08-24T07:01:37.009Z,777139f90e241e9e57ffdcb0e79c7a4a34af7aea5abc2f92c95100925a2c8f8f
1709,CA-2017-123491,10/30/2017,11/5/2017,Standard Class,JK-15205,Jamie Kunitz,Consumer,United States,San Francisco,California,94122,West,OFF-PA-10003424,Office Supplies,Paper,"\"\"\"While you Were Out\"\" Message Book","One Form per Page\"",7.42,2,0,2026-08-24T07:01:37.009Z,3bc799f46be4c953c27cc5d75e5ed31ae52abd18d14c889a28b409b9d679ffa0
1710,CA-2017-123491,10/30/2017,11/5/2017,Standard Class,JK-15205,Jamie Kunitz,Consumer,United States,San Francisco,California,94122,West,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",71.992,1,0.2,-0.8999,2026-08-24T07:01:37.009Z,6cf58ddf60226a1728cebf227c77086b99367af81838c446acfffeddb7b43bbc
1711,CA-2017-123491,10/30/2017,11/5/2017,Standard Class,JK-15205,Jamie Kunitz,Consumer,United States,San Francisco,California,94122,West,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,19.9,5,0,6.567,2026-08-24T07:01:37.009Z,fab1cec4dd59a52e5b4055fe551b4858e1391cf3c2af16edffe4ca36a22ad9b7
1712,CA-2017-123491,10/30/2017,11/5/2017,Standard Class,JK-15205,Jamie Kunitz,Consumer,United States,San Francisco,California,94122,West,OFF-AP-10002684,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",1702.12,14,0,510.636,2026-08-24T07:01:37.009Z,7574f98b215c6c03c1cf9b8a6e29e80602f00b7feb7073133709bc2dc1cda524
1713,CA-2015-145401,1/30/2015,2/4/2015,Standard Class,JP-15520,Jeremy Pistek,Consumer,United States,Houston,Texas,77070,Central,OFF-PA-10004405,Office Supplies,Paper,Rediform Voice Mail Log Books,14.304,6,0.2,5.0064,2026-08-24T07:01:37.009Z,3ebd40a541c9f86c1cf6b917c14b67ae75dad20d4a62d3136924a24ad4045bba
1714,US-2017-124968,9/8/2017,9/13/2017,Second Class,MM-18055,Michelle Moray,Consumer,United States,Chicago,Illinois,60610,Central,FUR-TA-10004289,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,765.625,7,0.5,-566.5625,2026-08-24T07:01:37.009Z,b128951063744565bbb0ca29a5b0a2704d203b0029d37d3618c8d89a2a5fca72
1715,CA-2017-104003,10/7/2017,10/13/2017,Standard Class,DC-13285,Debra Catini,Consumer,United States,San Francisco,California,94110,West,FUR-BO-10003965,Furniture,Bookcases,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,307.666,2,0.15,-14.4784,2026-08-24T07:01:37.009Z,6720c91b9d9579ac849b9cbb9bfec741ce1401357e4e5c101ce91d1298f53fdf
1716,CA-2016-154788,4/30/2016,5/4/2016,Standard Class,JL-15835,John Lee,Consumer,United States,New York City,New York,10011,East,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,7.712,2,0.2,2.7956,2026-08-24T07:01:37.009Z,1f0dcc3ce1c01387a6e23d4e393f7fbdcc07b705e1773fdb761201bcf9a3edc1
1717,CA-2016-169943,5/19/2016,5/24/2016,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,New York City,New York,10011,East,OFF-AP-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,242.9,5,0,70.441,2026-08-24T07:01:37.009Z,e9fde6edec079a6dc900e2d5dad559b63a36df9bdf94b134c37072374055c7da
1718,CA-2016-169943,5/19/2016,5/24/2016,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,New York City,New York,10011,East,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,454.9,5,0,0,2026-08-24T07:01:37.009Z,5108ee314c3e220fce0354730cde702f2ca27d3a2767956f83772bf7ac21d340
1719,CA-2016-169943,5/19/2016,5/24/2016,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,New York City,New York,10011,East,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,35.92,4,0,15.0864,2026-08-24T07:01:37.009Z,21a0a1248202ea9f80c53c03b0f7f7b9143892473a2d062f8a4f5e0c8354d4a0
1720,CA-2016-169943,5/19/2016,5/24/2016,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,New York City,New York,10011,East,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",39.76,8,0,12.3256,2026-08-24T07:01:37.009Z,29f57b0a0ac9b14eea3820317c54fa7c289421e7ea3afa1db1b049a370d531af
1721,CA-2016-169943,5/19/2016,5/24/2016,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,New York City,New York,10011,East,OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders,47.744,4,0.2,14.92,2026-08-24T07:01:37.009Z,565c8fdb0ffcfddc1b0979f1b20c71d32faecf7da3a08bb3f216e7abce546610
1722,US-2015-123218,12/20/2015,12/25/2015,Standard Class,KD-16345,Katherine Ducich,Consumer,United States,Chicago,Illinois,60623,Central,TEC-PH-10001061,Technology,Phones,Apple iPhone 5C,159.984,2,0.2,11.9988,2026-08-24T07:01:37.009Z,13e850f9eecb9ec35d3171ab2f3c7563dab241864221ef8d08d953c087dc3575
1723,US-2015-123218,12/20/2015,12/25/2015,Standard Class,KD-16345,Katherine Ducich,Consumer,United States,Chicago,Illinois,60623,Central,TEC-AC-10000736,Technology,Accessories,Logitech G600 MMO Gaming Mouse,255.968,4,0.2,51.1936,2026-08-24T07:01:37.009Z,01a6a32df745f03a7559a5476c16479fda419d4a70fd810c23287b0a8ffb1459
1724,US-2015-123218,12/20/2015,12/25/2015,Standard Class,KD-16345,Katherine Ducich,Consumer,United States,Chicago,Illinois,60623,Central,FUR-BO-10003966,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",359.058,3,0.3,-71.8116,2026-08-24T07:01:37.009Z,41c9d51bc86f35645639e448ed86d248823e627b5f4e27f135512291556445f3
1725,CA-2015-127453,12/19/2015,12/20/2015,First Class,JK-15370,Jay Kimmel,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,434.352,3,0.2,43.4352,2026-08-24T07:01:37.009Z,8413d73a1bb2b70830cca44ffdd4046436b926d9b9c0227d46696a9fb886ae4a
1726,CA-2015-127453,12/19/2015,12/20/2015,First Class,JK-15370,Jay Kimmel,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-AP-10002906,Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,3.552,2,0.2,0.444,2026-08-24T07:01:37.009Z,f2073d213bc788e39d511846cf3b4d1a40b58ca83106ca647e2cf26de4eac3d8
1727,CA-2015-127453,12/19/2015,12/20/2015,First Class,JK-15370,Jay Kimmel,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-AP-10003860,Office Supplies,Appliances,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,88.832,4,0.2,7.7728,2026-08-24T07:01:37.009Z,1e10bf037347ef01ac398454fd728736d342cc41969ad7162428223e5e3298f1
1728,US-2017-164056,4/29/2017,5/4/2017,Second Class,FM-14215,Filia McAdams,Corporate,United States,Dublin,Ohio,43017,East,FUR-TA-10001307,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",1048.35,5,0.4,-69.89,2026-08-24T07:01:37.009Z,fc69f8d2bf7b8f814513ec11f506e2bd1feb812dfbf1d249dbfcaa6d7097e80d
1729,CA-2016-106894,2/7/2016,2/7/2016,Same Day,CA-12265,Christina Anderson,Consumer,United States,Springfield,Virginia,22153,South,TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,100,4,0,21,2026-08-24T07:01:37.009Z,dca65f977c1d9226071fa40842eb929283a60699aee27ba1f937a6fa461fa772
1730,CA-2016-106894,2/7/2016,2/7/2016,Same Day,CA-12265,Christina Anderson,Consumer,United States,Springfield,Virginia,22153,South,OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,7.83,3,0,3.6018,2026-08-24T07:01:37.009Z,cc1291c752e77ec65ae196ba6cf8a10e4a1ca830b881575f9351cc24f0716e92
1731,CA-2014-125136,9/28/2014,10/3/2014,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,Fayetteville,North Carolina,28314,South,OFF-PA-10001457,Office Supplies,Paper,White GlueTop Scratch Pads,96.256,8,0.2,31.2832,2026-08-24T07:01:37.009Z,e36c35340fd74d648da7cf874124f839659a883d2d6d3c3351d266e2957352ca
1732,CA-2014-125136,9/28/2014,10/3/2014,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,Fayetteville,North Carolina,28314,South,OFF-PA-10001804,Office Supplies,Paper,Xerox 195,10.688,2,0.2,3.7408,2026-08-24T07:01:37.009Z,7d364dae78c61ef641f90266883c0c599bef0ccd79f7a2370ac71609a72ac776
1733,US-2016-131149,7/10/2016,7/14/2016,Standard Class,LH-17155,Logan Haushalter,Consumer,United States,Dallas,Texas,75081,Central,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",338.04,3,0.2,-33.804,2026-08-24T07:01:37.009Z,b934ef72cab46900ee1339ed498b056ae6e44933fa7de9509bdb10dc7fd2d615
1734,US-2016-131149,7/10/2016,7/14/2016,Standard Class,LH-17155,Logan Haushalter,Consumer,United States,Dallas,Texas,75081,Central,OFF-AR-10002135,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,154.24,4,0.2,17.352,2026-08-24T07:01:37.009Z,765339dfd1e06aed76cb3f4e8f1d09ba0e9f96987c65b68115266f70dd060e64
1735,CA-2017-101483,7/29/2017,8/1/2017,Second Class,AG-10675,Anna Gayman,Consumer,United States,Jacksonville,North Carolina,28540,South,OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier,34.848,2,0.2,6.534,2026-08-24T07:01:37.009Z,1cd87b0d99638bbfe0bf9fa72f69deee8cbcec1993abf68bd1f3426fe99ab981
1736,CA-2017-101483,7/29/2017,8/1/2017,Second Class,AG-10675,Anna Gayman,Consumer,United States,Jacksonville,North Carolina,28540,South,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,22,5,0.2,1.375,2026-08-24T07:01:37.009Z,68f470188c396b8b8a83dd1459a0824a38952d13af75aaf7142d5e329f9b689d
1737,CA-2017-101483,7/29/2017,8/1/2017,Second Class,AG-10675,Anna Gayman,Consumer,United States,Jacksonville,North Carolina,28540,South,OFF-AR-10002833,Office Supplies,Art,Newell 322,4.368,3,0.2,0.3822,2026-08-24T07:01:37.009Z,c856815e176344cc319031129ae9765de1e88c0db7c43c4766368dbf7fcb808e
1738,CA-2015-130204,9/3/2015,9/9/2015,Standard Class,DB-13120,David Bremer,Corporate,United States,San Francisco,California,94122,West,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,31.44,3,0,8.4888,2026-08-24T07:01:37.009Z,0089c06226b4682ca09e32a57e96058097893dcc32606f614d3d90c886b2d354
1739,CA-2015-130204,9/3/2015,9/9/2015,Standard Class,DB-13120,David Bremer,Corporate,United States,San Francisco,California,94122,West,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,17.9,2,0,3.401,2026-08-24T07:01:37.009Z,9bd638422c1978149387379c0b5e849ecfcb287bfc491b412e7a3bb2ed3a69a3
1740,CA-2015-130204,9/3/2015,9/9/2015,Standard Class,DB-13120,David Bremer,Corporate,United States,San Francisco,California,94122,West,TEC-AC-10003590,Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",129.45,5,0,46.602,2026-08-24T07:01:37.009Z,063ded30840fe7420a517ade4c12d22dc4659e5ea8e13a6143643e5a5eac6f49
1741,CA-2014-110527,8/9/2014,8/16/2014,Standard Class,ED-13885,Emily Ducich,Home Office,United States,San Diego,California,92037,West,OFF-LA-10000262,Office Supplies,Labels,Avery 494,20.88,8,0,9.6048,2026-08-24T07:01:37.009Z,a69726c849eb9dc151b1a705cf9d6bd8423486c06b765eaf847535a1185ce951
1742,CA-2017-152807,10/30/2017,11/3/2017,Standard Class,MC-18100,Mick Crebagga,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10004355,Office Supplies,Paper,Xerox 231,20.736,4,0.2,7.2576,2026-08-24T07:01:37.009Z,d1b6449a92301afabbd4ecc704369366e8239f23f6b4958bd030c44562b9911d
1743,CA-2017-152807,10/30/2017,11/3/2017,Standard Class,MC-18100,Mick Crebagga,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10004415,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",7.168,2,0.2,0.9856,2026-08-24T07:01:37.009Z,3f6af8da8eaeb271f40e59fcb8d4e0630b77590cd3f15a8ab5117f4630e25f79
1744,CA-2017-152807,10/30/2017,11/3/2017,Standard Class,MC-18100,Mick Crebagga,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,11.168,2,0.2,-2.5128,2026-08-24T07:01:37.009Z,3a945d17f9f19fa0369d0d75a48d4feaf95897245dfe87134ed0e71bc61f0589
1745,CA-2017-152807,10/30/2017,11/3/2017,Standard Class,MC-18100,Mick Crebagga,Consumer,United States,Philadelphia,Pennsylvania,19140,East,TEC-AC-10001142,Technology,Accessories,First Data FD10 PIN Pad,442.4,7,0.2,-55.3,2026-08-24T07:01:37.009Z,257e9f7d76a2c52b1599069d830ad4e1617327cc5af60bfc971f2b16e3d02d76
1746,CA-2014-133270,6/6/2014,6/9/2014,First Class,BM-11785,Bryan Mills,Consumer,United States,Rochester,New York,14609,East,OFF-AR-10002656,Office Supplies,Art,Sanford Liquid Accent Highlighters,13.36,2,0,4.9432,2026-08-24T07:01:37.009Z,4eb727ddc0d35db7b776b83ee74849cd7964444da9b4f2a83cc6ec6f2ad9dde1
1747,CA-2016-155670,8/13/2016,8/17/2016,Second Class,EM-14065,Erin Mull,Consumer,United States,Jacksonville,North Carolina,28540,South,OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,11.232,8,0.7,-8.2368,2026-08-24T07:01:37.009Z,0e6e2b77fa1722426a33a1075b3ed19cb3d40c2a3ba9c751c0bff70db8e2604b
1748,CA-2016-155670,8/13/2016,8/17/2016,Second Class,EM-14065,Erin Mull,Consumer,United States,Jacksonville,North Carolina,28540,South,OFF-PA-10004947,Office Supplies,Paper,Easy-staple paper,10.272,3,0.2,3.21,2026-08-24T07:01:37.009Z,d0c1e92ac392be996be0572e5a0f342c2f2fa96af02477bdcce5c422a4729ee1
1749,US-2014-157406,4/25/2014,4/29/2014,Standard Class,DA-13450,Dianna Arnett,Home Office,United States,Houston,Texas,77095,Central,OFF-PA-10003543,Office Supplies,Paper,Xerox 1985,10.368,2,0.2,3.6288,2026-08-24T07:01:37.009Z,9094745417f2801d2f2c01d7a777ad4f653c6ba667bce67377797eb91c647954
1750,US-2014-157406,4/25/2014,4/29/2014,Standard Class,DA-13450,Dianna Arnett,Home Office,United States,Houston,Texas,77095,Central,OFF-AR-10002221,Office Supplies,Art,12 Colored Short Pencils,6.24,3,0.2,0.546,2026-08-24T07:01:37.009Z,07d194dafb61d64e85c2ffce1055fdeb3cb9d461b3f8c19708fd1dff73ec5494
1751,CA-2015-139094,11/22/2015,11/27/2015,Standard Class,MO-17800,Meg O'Connel,Home Office,United States,San Antonio,Texas,78207,Central,FUR-TA-10004607,Furniture,Tables,Hon 2111 Invitation Series Straight Table,206.962,2,0.3,-32.5226,2026-08-24T07:01:37.009Z,a16d046b1e5f98b26c10b01702a3f6034d3ea85b57d25ad2df85cfe82bfa6122
1752,CA-2017-168837,10/14/2017,10/17/2017,First Class,JW-15955,Joni Wasserman,Consumer,United States,Oakland,California,94601,West,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,9.46,2,0,3.6894,2026-08-24T07:01:37.009Z,f9e2aefcaa69c6a0005de6fe016ba878c6c11b6ecd022b3c37241c64c384a667
